# Discretized SVG Paths
# Format: path_index,point_index,x,y
# Path 0 (41 points)
27,38,75.808,99.5945
27,39,76.5119,97.4369
27,40,77.398,94.7211
27,41,77.4787,94.5977
27,42,77.6749,94.2419
27,43,77.9181,93.6752
27,44,78.1397,92.9194
27,45,78.2712,91.9959
27,46,78.2439,90.9263
27,47,77.9892,89.7323
27,48,77.4387,88.4354
27,49,76.5236,87.0573
27,50,75.1755,85.6194
27,51,74.915,85.408
27,52,74.2086,84.8422
27,53,73.1695,84.0249
27,54,71.9107,83.059
27,55,70.5452,82.0474
27,56,69.186,81.093
27,57,67.9463,80.2986
27,58,66.9389,79.767
27,59,66.277,79.6013
27,60,66.0736,79.9042
27,61,66.0736,79.9041
27,62,66.0736,79.9042
27,63,66.0736,79.9042
27,64,66.0736,79.9042
27,65,66.0736,79.9042
27,66,66.0736,79.9042
27,67,66.0736,79.9042
27,68,66.0736,79.9042
27,69,66.0736,79.9042
27,70,66.0736,79.9042

# Path 28 (141 points)
28,0,34.3236,99.5894
28,1,34.4028,99.651
28,2,34.6013,99.8536
28,3,34.8608,100.224
28,4,35.1229,100.788
28,5,35.329,101.574
28,6,35.4209,102.607
28,7,35.34,103.914
28,8,35.028,105.523
28,9,34.4265,107.459
28,10,33.4769,109.749
28,11,33.6463,109.686
28,12,33.8156,109.622
28,13,33.9849,109.559
28,14,34.1543,109.495
28,15,34.3236,109.432
28,16,34.4929,109.368
28,17,34.6623,109.305
28,18,34.8316,109.241
28,19,35.0009,109.178
28,20,35.1703,109.114
28,21,35.1635,109.198
28,22,35.1415,109.428
28,23,35.1017,109.772
28,24,35.0416,110.198
28,25,34.9586,110.675
28,26,34.8502,111.172
28,27,34.7139,111.655
28,28,34.5471,112.095
28,29,34.3473,112.458
28,30,34.1119,112.713
28,31,34.3024,112.628
28,32,34.4929,112.543
28,33,34.6834,112.459
28,34,34.8739,112.374
28,35,35.0644,112.289
28,36,35.2549,112.205
28,37,35.4454,112.12
28,38,35.6359,112.035
28,39,35.8264,111.951
28,40,36.0169,111.866
28,41,36.0514,111.927
28,42,36.1405,112.096
28,43,36.2627,112.358
28,44,36.3962,112.692
28,45,36.5196,113.083
28,46,36.6113,113.512
28,47,36.6496,113.961
28,48,36.613,114.413
28,49,36.4798,114.849
28,50,36.2286,115.253
28,51,36.3528,115.314
28,52,36.6892,115.486
28,53,37.183,115.756
28,54,37.7797,116.106
28,55,38.4246,116.523
28,56,39.0632,116.99
28,57,39.6409,117.493
28,58,40.1029,118.016
28,59,40.3948,118.545
28,60,40.4619,119.063
28,61,40.5083,119.002
28,62,40.6296,118.829
28,63,40.7991,118.56
28,64,40.9903,118.209
28,65,41.1763,117.793
28,66,41.3306,117.325
28,67,41.4265,116.822
28,68,41.4373,116.299
28,69,41.3363,115.771
28,70,41.0969,115.253
28,71,40.757,114.819
28,72,40.384,114.498
28,73,39.9958,114.237
28,74,39.6102,113.986
28,75,39.2449,113.692
28,76,38.9176,113.302
28,77,38.6463,112.765
28,78,38.4486,112.029
28,79,38.3423,111.041
28,80,38.3453,109.749
28,81,38.1124,109.834
28,82,37.8796,109.919
28,83,37.6468,110.003
28,84,37.4139,110.088
28,85,37.1811,110.173
28,86,36.9483,110.257
28,87,36.7154,110.342
28,88,36.4826,110.427
28,89,36.2498,110.511
28,90,36.0169,110.596
28,91,36.0584,110.529
28,92,36.171,110.34
28,93,36.337,110.047
28,94,36.5385,109.668
28,95,36.7578,109.22
28,96,36.9771,108.722
28,97,37.1786,108.19
28,98,37.3445,107.643
28,99,37.4571,107.099
28,100,37.4986,106.574
28,101,37.2869,106.638
28,102,37.0753,106.701
28,103,36.8636,106.765
28,104,36.6519,106.828
28,105,36.4403,106.892
28,106,36.2286,106.955
28,107,36.0169,107.019
28,108,35.8053,107.082
28,109,35.5936,107.146
28,110,35.3819,107.209
28,111,35.4937,107.012
28,112,35.785,106.475
28,113,36.1898,105.68
28,114,36.642,104.71
28,115,37.0755,103.646
28,116,37.4244,102.571
28,117,37.6225,101.567
28,118,37.6038,100.716
28,119,37.3023,100.1
28,120,36.6519,99.8011
28,121,36.201,99.7437
28,122,35.8002,99.6978
28,123,35.4489,99.662
28,124,35.1466,99.6351
28,125,34.8925,99.6159
28,126,34.686,99.603
28,127,34.5265,99.5951
28,128,34.4133,99.5911
28,129,34.3459,99.5896
28,130,34.3236,99.5894
28,131,34.3236,99.5894
28,132,34.3236,99.5894
28,133,34.3236,99.5894
28,134,34.3236,99.5894
28,135,34.3236,99.5894
28,136,34.3236,99.5894
28,137,34.3236,99.5894
28,138,34.3236,99.5894
28,139,34.3236,99.5894
28,140,34.3236,99.5894

# Path 29 (41 points)
29,0,42.8961,104.034
29,1,42.9161,104.002
29,2,42.9672,103.915
29,3,43.0361,103.789
29,4,43.1095,103.638
29,5,43.1739,103.479
29,6,43.2161,103.326
29,7,43.2228,103.194
29,8,43.1806,103.1
29,9,43.0761,103.057
29,10,42.8961,103.082
29,11,42.4626,103.251
29,12,41.6634,103.613
29,13,40.5834,104.135
29,14,39.3079,104.789
29,15,37.9219,105.543
29,16,36.5105,106.366
29,17,35.1588,107.229
29,18,33.9519,108.101
29,19,32.9749,108.951
29,20,32.3128,109.749
29,21,32.5691,109.569
29,22,33.2712,109.084
29,23,34.3187,108.375
29,24,35.6114,107.524
29,25,37.0488,106.614
29,26,38.5307,105.726
29,27,39.9567,104.942
29,28,41.2265,104.344
29,29,42.2397,104.014
29,30,42.8961,104.034
29,31,42.8961,104.034
29,32,42.8961,104.034
29,33,42.8961,104.034
29,34,42.8961,104.034
29,35,42.8961,104.034
29,36,42.8961,104.034
29,37,42.8961,104.034
29,38,42.8961,104.034
29,39,42.8961,104.034
29,40,42.8961,104.034

# Path 30 (41 points)
30,0,45.6478,106.151
30,1,45.6678,106.119
30,2,45.7189,106.032
30,3,45.7878,105.905
30,4,45.8611,105.755
30,5,45.9256,105.595
30,6,45.9678,105.442
30,7,45.9745,105.311
30,8,45.9322,105.216
30,9,45.8278,105.174
30,10,45.6478,105.199
30,11,45.2143,105.368
30,12,44.415,105.729
30,13,43.3351,106.252
30,14,42.0596,106.905
30,15,40.6736,107.659
30,16,39.2622,108.483
30,17,37.9105,109.346
30,18,36.7036,110.218
30,19,35.7265,111.068
30,20,35.0644,111.866
30,21,35.3208,111.686
30,22,36.0229,111.201
30,23,37.0704,110.492
30,24,38.3631,109.641
30,25,39.8005,108.731
30,26,41.2824,107.843
30,27,42.7084,107.059
30,28,43.9781,106.461
30,29,44.9914,106.131
30,30,45.6478,106.151
30,31,45.6478,106.151
30,32,45.6478,106.151
30,33,45.6478,106.151
30,34,45.6478,106.151
30,35,45.6478,106.151
30,36,45.6478,106.151
30,37,45.6478,106.151
30,38,45.6478,106.151
30,39,45.6478,106.151
30,40,45.6478,106.151

# Path 31 (41 points)
31,0,49.1403,102.129
31,1,49.1603,102.097
31,2,49.2114,102.01
31,3,49.2803,101.884
31,4,49.3536,101.733
31,5,49.4181,101.574
31,6,49.4603,101.421
31,7,49.467,101.289
31,8,49.4247,101.195
31,9,49.3203,101.152
31,10,49.1403,101.177
31,11,48.7068,101.346
31,12,47.9075,101.708
31,13,46.8276,102.23
31,14,45.5521,102.884
31,15,44.1661,103.638
31,16,42.7547,104.461
31,17,41.403,105.324
31,18,40.1961,106.196
31,19,39.219,107.046
31,20,38.5569,107.844
31,21,38.8133,107.664
31,22,39.5154,107.179
31,23,40.5629,106.47
31,24,41.8555,105.619
31,25,43.293,104.709
31,26,44.7749,103.821
31,27,46.2009,103.037
31,28,47.4706,102.439
31,29,48.4839,102.109
31,30,49.1403,102.129
31,31,49.1403,102.129
31,32,49.1403,102.129
31,33,49.1403,102.129
31,34,49.1403,102.129
31,35,49.1403,102.129
31,36,49.1403,102.129
31,37,49.1403,102.129
31,38,49.1403,102.129
31,39,49.1403,102.129
31,40,49.1403,102.129

# Path 32 (41 points)
32,0,43.0019,113.665
32,1,43.0012,113.621
32,2,42.996,113.502
32,3,42.9819,113.328
32,4,42.9545,113.12
32,5,42.9093,112.898
32,6,42.8419,112.682
32,7,42.7478,112.493
32,8,42.6226,112.351
32,9,42.4619,112.277
32,10,42.2611,112.289
32,11,41.792,112.48
32,12,40.8963,112.897
32,13,39.6741,113.503
32,14,38.2259,114.257
32,15,36.6519,115.12
32,16,35.0526,116.054
32,17,33.5282,117.017
32,18,32.179,117.972
32,19,31.1054,118.879
32,20,30.4078,119.698
32,21,30.7204,119.509
32,22,31.5753,118.999
32,23,32.8481,118.255
32,24,34.4142,117.361
32,25,36.1492,116.404
32,26,37.9287,115.469
32,27,39.6282,114.642
32,28,41.1232,114.008
32,29,42.2892,113.654
32,30,43.0019,113.665
32,31,43.0019,113.665
32,32,43.0019,113.665
32,33,43.0019,113.665
32,34,43.0019,113.665
32,35,43.0019,113.665
32,36,43.0019,113.665
32,37,43.0019,113.665
32,38,43.0019,113.665
32,39,43.0019,113.665
32,40,43.0019,113.665

# Path 33 (41 points)
33,0,43.3194,110.808
33,1,43.3276,110.772
33,2,43.3465,110.677
33,3,43.368,110.539
33,4,43.3838,110.374
33,5,43.3856,110.199
33,6,43.3652,110.031
33,7,43.3142,109.885
33,8,43.2246,109.778
33,9,43.088,109.728
33,10,42.8961,109.749
33,11,42.5555,109.838
33,12,41.8987,110.089
33,13,40.9968,110.481
33,14,39.9209,110.992
33,15,38.7421,111.602
33,16,37.5316,112.287
33,17,36.3605,113.027
33,18,35.2998,113.8
33,19,34.4208,114.584
33,20,33.7944,115.359
33,21,34.0154,115.2
33,22,34.6225,114.774
33,23,35.5318,114.156
33,24,36.6596,113.421
33,25,37.9219,112.647
33,26,39.2351,111.907
33,27,40.5153,111.277
33,28,41.6786,110.834
33,29,42.6413,110.652
33,30,43.3194,110.808
33,31,43.3194,110.808
33,32,43.3194,110.808
33,33,43.3194,110.808
33,34,43.3194,110.808
33,35,43.3194,110.808
33,36,43.3194,110.808
33,37,43.3194,110.808
33,38,43.3194,110.808
33,39,43.3194,110.808
33,40,43.3194,110.808

# Path 34 (241 points)
34,0,39.5094,123.402
34,1,39.2449,123.603
34,2,38.9803,123.804
34,3,38.7157,124.005
34,4,38.4511,124.206
34,5,38.1865,124.407
34,6,37.9219,124.608
34,7,37.6573,124.81
34,8,37.3928,125.011
34,9,37.1282,125.212
34,10,36.8636,125.413
34,11,36.9416,125.357
34,12,37.1574,125.206
34,13,37.4837,124.987
34,14,37.8931,124.725
34,15,38.3585,124.447
34,16,38.8524,124.178
34,17,39.3476,123.945
34,18,39.8168,123.774
34,19,40.2326,123.69
34,20,40.5678,123.719
34,21,40.5172,123.804
34,22,40.379,124.039
34,23,40.1734,124.397
34,24,39.9209,124.851
34,25,39.6417,125.373
34,26,39.3562,125.937
34,27,39.0846,126.515
34,28,38.8473,127.079
34,29,38.6647,127.603
34,30,38.5569,128.059
34,31,38.6355,127.964
34,32,38.855,127.707
34,33,39.1913,127.33
34,34,39.6203,126.873
34,35,40.118,126.378
34,36,40.6601,125.887
34,37,41.2225,125.44
34,38,41.781,125.078
34,39,42.3117,124.844
34,40,42.7903,124.778
34,41,42.8466,124.784
34,42,42.9994,124.812
34,43,43.2246,124.878
34,44,43.4981,124.998
34,45,43.7957,125.188
34,46,44.0933,125.464
34,47,44.3668,125.841
34,48,44.592,126.336
34,49,44.7448,126.964
34,50,44.8011,127.741
34,51,44.8434,127.664
34,52,44.962,127.456
34,53,45.144,127.15
34,54,45.3768,126.779
34,55,45.6478,126.378
34,56,45.9441,125.981
34,57,46.2531,125.62
34,58,46.5622,125.33
34,59,46.8585,125.144
34,60,47.1294,125.095
34,61,47.138,125.144
34,62,47.1599,125.286
34,63,47.1894,125.51
34,64,47.2209,125.806
34,65,47.2485,126.167
34,66,47.2666,126.581
34,67,47.2694,127.04
34,68,47.2514,127.534
34,69,47.2066,128.053
34,70,47.1294,128.588
34,71,47.1601,128.532
34,72,47.248,128.382
34,73,47.3866,128.165
34,74,47.5697,127.907
34,75,47.7909,127.635
34,76,48.0438,127.376
34,77,48.3222,127.156
34,78,48.6196,127.003
34,79,48.9297,126.942
34,80,49.2461,127
34,81,49.2933,126.988
34,82,49.4205,126.97
34,83,49.6061,126.969
34,84,49.8286,127.01
34,85,50.0663,127.119
34,86,50.2977,127.32
34,87,50.5011,127.638
34,88,50.655,128.098
34,89,50.7377,128.723
34,90,50.7278,129.54
34,91,50.7275,129.618
34,92,50.7261,129.832
34,93,50.722,130.155
34,94,50.7142,130.556
34,95,50.7013,131.009
34,96,50.682,131.483
34,97,50.6552,131.952
34,98,50.6194,132.385
34,99,50.5735,132.755
34,100,50.5161,133.033
34,101,50.5582,132.837
34,102,50.6753,132.305
34,103,50.8533,131.521
34,104,51.0783,130.567
34,105,51.3363,129.527
34,106,51.6134,128.484
34,107,51.8955,127.52
34,108,52.1688,126.72
34,109,52.4192,126.166
34,110,52.6328,125.942
34,111,52.6933,125.935
34,112,52.8631,125.928
34,113,53.1243,125.936
34,114,53.4591,125.979
34,115,53.8498,126.074
34,116,54.2787,126.239
34,117,54.7278,126.492
34,118,55.1795,126.85
34,119,55.616,127.331
34,120,56.0194,127.953
34,121,55.9911,127.897
34,122,55.9195,127.748
34,123,55.8251,127.533
34,124,55.7282,127.279
34,125,55.649,127.013
34,126,55.608,126.764
34,127,55.6253,126.558
34,128,55.7214,126.422
34,129,55.9166,126.384
34,130,56.2311,126.471
34,131,56.312,126.485
34,132,56.5351,126.53
34,133,56.8712,126.611
34,134,57.2911,126.735
34,135,57.7657,126.908
34,136,58.2656,127.134
34,137,58.7618,127.42
34,138,59.2249,127.772
34,139,59.6258,128.194
34,140,59.9353,128.694
34,141,59.8864,128.606
34,142,59.76,128.37
34,143,59.5867,128.031
34,144,59.3968,127.63
34,145,59.2209,127.212
34,146,59.0894,126.819
34,147,59.0329,126.495
34,148,59.0818,126.282
34,149,59.2666,126.225
34,150,59.6178,126.365
34,151,59.6684,126.367
34,152,59.8074,126.379
34,153,60.015,126.411
34,154,60.2714,126.474
34,155,60.557,126.577
34,156,60.8522,126.731
34,157,61.1372,126.946
34,158,61.3924,127.232
34,159,61.598,127.6
34,160,61.7344,128.059
34,161,61.7972,128.216
34,162,61.9698,128.645
34,163,62.2288,129.282
34,164,62.5506,130.06
34,165,62.9118,130.916
34,166,63.2889,131.785
34,167,63.6584,132.601
34,168,63.9967,133.301
34,169,64.2805,133.819
34,170,64.4861,134.091
34,171,64.4302,133.931
34,172,64.2804,133.497
34,173,64.0632,132.857
34,174,63.8054,132.079
34,175,63.5336,131.234
34,176,63.2745,130.388
34,177,63.0548,129.611
34,178,62.9011,128.97
34,179,62.8402,128.536
34,180,62.8986,128.376
34,181,62.8852,128.291
34,182,62.8546,128.077
34,183,62.8214,127.796
34,184,62.8004,127.509
34,185,62.806,127.278
34,186,62.8529,127.165
34,187,62.9556,127.23
34,188,63.1289,127.536
34,189,63.3872,128.145
34,190,63.7453,129.117
34,191,63.723,129.013
34,192,63.6691,128.733
34,193,63.6024,128.323
34,194,63.5421,127.827
34,195,63.5071,127.291
34,196,63.5167,126.762
34,197,63.5897,126.285
34,198,63.7453,125.906
34,199,64.0024,125.671
34,200,64.3803,125.624
34,201,64.8166,125.755
34,202,65.2422,125.998
34,203,65.6652,126.318
34,204,66.0939,126.681
34,205,66.5366,127.053
34,206,67.0015,127.4
34,207,67.4969,127.687
34,208,68.0311,127.88
34,209,68.6122,127.945
34,210,69.2486,127.847
34,211,69.3203,127.87
34,212,69.517,127.855
34,213,69.8116,127.673
34,214,70.1766,127.197
34,215,70.5849,126.299
34,216,71.009,124.852
34,217,71.4217,122.729
34,218,71.7956,119.8
34,219,72.1035,115.94
34,220,72.318,111.019
34,221,69.0372,112.258
34,222,65.7563,113.496
34,223,62.4755,114.734
34,224,59.1946,115.972
34,225,55.9137,117.211
34,226,52.6329,118.449
34,227,49.352,119.687
34,228,46.0712,120.925
34,229,42.7903,122.164
34,230,39.5094,123.402
34,231,39.5094,123.402
34,232,39.5094,123.402
34,233,39.5094,123.402
34,234,39.5094,123.402
34,235,39.5094,123.402
34,236,39.5094,123.402
34,237,39.5094,123.402
34,238,39.5094,123.402
34,239,39.5094,123.402
34,240,39.5094,123.402

# Path 35 (141 points)
35,0,40.7794,98.8486
35,1,40.8997,98.8057
35,2,41.2714,98.6962
35,3,41.911,98.5486
35,4,42.8351,98.3914
35,5,44.0603,98.2533
35,6,45.6029,98.1628
35,7,47.4795,98.1485
35,8,49.7067,98.239
35,9,52.3009,98.4628
35,10,55.2786,98.8486
35,11,55.3337,98.8492
35,12,55.4911,98.841
35,13,55.7387,98.8086
35,14,56.0643,98.7368
35,15,56.456,98.6105
35,16,56.9017,98.4143
35,17,57.3892,98.1329
35,18,57.9067,97.7513
35,19,58.4418,97.2541
35,20,58.9828,96.6261
35,21,59.6706,95.9423
35,22,60.6118,95.296
35,23,61.7422,94.6992
35,24,62.9977,94.164
35,25,64.3141,93.7024
35,26,65.6274,93.3266
35,27,66.8734,93.0486
35,28,67.9879,92.8804
35,29,68.9069,92.8342
35,30,69.5661,92.9219
35,31,69.8201,93.0912
35,32,70.0742,93.2606
35,33,70.3282,93.4299
35,34,70.5822,93.5993
35,35,70.8362,93.7686
35,36,71.0903,93.9379
35,37,71.3443,94.1073
35,38,71.5983,94.2766
35,39,71.8523,94.4459
35,40,72.1064,94.6153
35,41,72.1275,94.647
35,42,72.1487,94.6788
35,43,72.1699,94.7105
35,44,72.191,94.7423
35,45,72.2122,94.774
35,46,72.2334,94.8058
35,47,72.2545,94.8375
35,48,72.2757,94.8693
35,49,72.2969,94.901
35,50,72.318,94.9328
35,51,72.41,95.0118
35,52,72.6601,95.235
35,53,73.0295,95.5814
35,54,73.4797,96.03
35,55,73.9717,96.5599
35,56,74.4669,97.1502
35,57,74.9265,97.7798
35,58,75.3118,98.4278
35,59,75.5842,99.0733
35,60,75.7047,99.6953
35,61,75.6212,100.6
35,62,75.3288,102.031
35,63,74.8598,103.874
35,64,74.2467,106.013
35,65,73.5219,108.334
35,66,72.7176,110.721
35,67,71.8663,113.061
35,68,71.0005,115.237
35,69,70.1524,117.135
35,70,69.3544,118.639
35,71,68.5899,119.878
35,72,67.8101,121.041
35,73,66.9999,122.112
35,74,66.1439,123.073
35,75,65.2269,123.905
35,76,64.2338,124.591
35,77,63.1492,125.113
35,78,61.958,125.453
35,79,60.6448,125.595
35,80,59.1944,125.519
35,81,59.0336,125.49
35,82,58.5679,125.417
35,83,57.8228,125.319
35,84,56.8238,125.214
35,85,55.5961,125.122
35,86,54.1652,125.061
35,87,52.5566,125.052
35,88,50.7955,125.112
35,89,48.9074,125.261
35,90,46.9178,125.519
35,91,46.7007,125.505
35,92,46.1084,125.458
35,93,45.229,125.37
35,94,44.1509,125.234
35,95,42.9622,125.042
35,96,41.7514,124.787
35,97,40.6066,124.461
35,98,39.6161,124.056
35,99,38.8682,123.564
35,100,38.4511,122.979
35,101,38.354,122.292
35,102,38.4748,121.527
35,103,38.7645,120.719
35,104,39.1742,119.904
35,105,39.655,119.116
35,106,40.158,118.391
35,107,40.6343,117.766
35,108,41.0351,117.275
35,109,41.3115,116.955
35,110,41.4144,116.84
35,111,41.4467,116.774
35,112,41.533,116.579
35,113,41.6573,116.257
35,114,41.8039,115.814
35,115,41.9568,115.253
35,116,42.1002,114.577
35,117,42.2182,113.791
35,118,42.295,112.898
35,119,42.3145,111.902
35,120,42.2611,110.808
35,121,42.1767,109.567
35,122,42.107,108.172
35,123,42.0411,106.684
35,124,41.9682,105.166
35,125,41.8775,103.677
35,126,41.7582,102.281
35,127,41.5995,101.038
35,128,41.3907,100.011
35,129,41.121,99.2606
35,130,40.7794,98.8486
35,131,40.7794,98.8486
35,132,40.7794,98.8486
35,133,40.7794,98.8486
35,134,40.7794,98.8486
35,135,40.7794,98.8486
35,136,40.7794,98.8486
35,137,40.7794,98.8486
35,138,40.7794,98.8486
35,139,40.7794,98.8486
35,140,40.7794,98.8486

# Path 36 (71 points)
36,0,46.6003,99.3778
36,1,46.9833,101.18
36,2,46.8704,103.548
36,3,46.3688,106.302
36,4,45.586,109.267
36,5,44.6291,112.263
36,6,43.6056,115.113
36,7,42.6227,117.639
36,8,41.7878,119.664
36,9,41.2082,121.009
36,10,40.9911,121.497
36,11,40.959,121.656
36,12,41.1577,121.865
36,13,41.5537,122.103
36,14,42.1133,122.35
36,15,42.8028,122.586
36,16,43.5888,122.79
36,17,44.4374,122.941
36,18,45.3152,123.019
36,19,46.1885,123.003
36,20,47.0236,122.873
36,21,48.1067,122.715
36,22,49.5446,122.649
36,23,51.2269,122.656
36,24,53.0432,122.72
36,25,54.883,122.823
36,26,56.6359,122.946
36,27,58.1916,123.073
36,28,59.4394,123.185
36,29,60.2692,123.265
36,30,60.5703,123.296
36,31,62.3573,121.849
36,32,63.9696,120.06
36,33,65.4042,118.047
36,34,66.6578,115.925
36,35,67.7272,113.811
36,36,68.6094,111.82
36,37,69.301,110.07
36,38,69.7989,108.676
36,39,70.1,107.754
36,40,70.2011,107.421
36,41,70.2735,107.242
36,42,70.4501,106.754
36,43,70.6698,106.027
36,44,70.8717,105.132
36,45,70.9949,104.14
36,46,70.9784,103.123
36,47,70.7613,102.152
36,48,70.2825,101.298
36,49,69.4811,100.632
36,50,68.2961,100.224
36,51,66.557,99.995
36,52,64.2516,99.8113
36,53,61.5562,99.6682
36,54,58.6475,99.5606
36,55,55.7019,99.4836
36,56,52.8961,99.4319
36,57,50.4065,99.4006
36,58,48.4096,99.3845
36,59,47.082,99.3786
36,60,46.6003,99.3778
36,61,46.6003,99.3778
36,62,46.6003,99.3778
36,63,46.6003,99.3778
36,64,46.6003,99.3778
36,65,46.6003,99.3778
36,66,46.6003,99.3778
36,67,46.6003,99.3778
36,68,46.6003,99.3778
36,69,46.6003,99.3778
36,70,46.6003,99.3778

# Path 37 (61 points)
37,0,46.0629,107.552
37,1,46.3124,106.546
37,2,46.5298,105.563
37,3,46.711,104.61
37,4,46.8516,103.693
37,5,46.9472,102.822
37,6,46.9936,102.001
37,7,46.9864,101.24
37,8,46.9214,100.544
37,9,46.7941,99.9206
37,10,46.6003,99.3778
37,11,47.0655,99.4197
37,12,48.341,99.5098
37,13,50.2464,99.5949
37,14,52.6014,99.6216
37,15,55.2257,99.5365
37,16,57.9388,99.2863
37,17,60.5605,98.8177
37,18,62.9104,98.0773
37,19,64.8083,97.0117
37,20,66.0736,95.5678
37,21,66.4869,95.2329
37,22,67.0265,95.4154
37,23,67.6515,96.0205
37,24,68.3212,96.9537
37,25,68.9948,98.1202
37,26,69.6316,99.4254
37,27,70.1907,100.775
37,28,70.6315,102.073
37,29,70.9131,103.227
37,30,70.9949,104.14
37,31,70.5242,104.244
37,32,69.23,104.513
37,33,67.2887,104.883
37,34,64.8768,105.292
37,35,62.171,105.675
37,36,59.3477,105.969
37,37,56.5834,106.111
37,38,54.0547,106.037
37,39,51.9382,105.683
37,40,50.4103,104.987
37,41,49.9755,105.243
37,42,49.5408,105.5
37,43,49.1061,105.757
37,44,48.6713,106.013
37,45,48.2366,106.27
37,46,47.8018,106.526
37,47,47.3671,106.783
37,48,46.9324,107.039
37,49,46.4976,107.296
37,50,46.0629,107.552
37,51,46.0629,107.552
37,52,46.0629,107.552
37,53,46.0629,107.552
37,54,46.0629,107.552
37,55,46.0629,107.552
37,56,46.0629,107.552
37,57,46.0629,107.552
37,58,46.0629,107.552
37,59,46.0629,107.552
37,60,46.0629,107.552

# Path 38 (121 points)
38,0,47.2353,111.866
38,1,47.2494,111.92
38,2,47.2852,112.073
38,3,47.3324,112.306
38,4,47.3809,112.604
38,5,47.4205,112.951
38,6,47.441,113.329
38,7,47.4323,113.723
38,8,47.3843,114.115
38,9,47.2867,114.489
38,10,47.1294,114.829
38,11,47.1173,114.835
38,12,47.0829,114.852
38,13,47.0294,114.878
38,14,46.9601,114.911
38,15,46.8781,114.948
38,16,46.7865,114.989
38,17,46.6886,115.032
38,18,46.5876,115.073
38,19,46.4865,115.112
38,20,46.3886,115.147
38,21,46.3991,115.174
38,22,46.4343,115.249
38,23,46.5,115.364
38,24,46.602,115.509
38,25,46.7458,115.676
38,26,46.9372,115.856
38,27,47.182,116.039
38,28,47.4859,116.217
38,29,47.8545,116.381
38,30,48.2936,116.523
38,31,48.309,116.555
38,32,48.3537,116.645
38,33,48.425,116.777
38,34,48.5205,116.939
38,35,48.6376,117.118
38,36,48.7737,117.3
38,37,48.9263,117.472
38,38,49.0929,117.62
38,39,49.2709,117.731
38,40,49.4578,117.793
38,41,49.6665,117.863
38,42,49.9082,117.996
38,43,50.1779,118.174
38,44,50.4704,118.377
38,45,50.7807,118.587
38,46,51.1037,118.783
38,47,51.4343,118.948
38,48,51.7675,119.063
38,49,52.0981,119.107
38,50,52.4211,119.063
38,51,52.7909,118.947
38,52,53.2458,118.798
38,53,53.7565,118.626
38,54,54.2939,118.441
38,55,54.8288,118.256
38,56,55.3319,118.08
38,57,55.7741,117.924
38,58,56.1261,117.8
38,59,56.3587,117.717
38,60,56.4428,117.687
38,61,56.4866,117.664
38,62,56.6155,117.606
38,63,56.8257,117.53
38,64,57.1133,117.45
38,65,57.4746,117.383
38,66,57.9058,117.344
38,67,58.403,117.35
38,68,58.9624,117.416
38,69,59.5803,117.558
38,70,60.2528,117.793
38,71,60.2705,117.786
38,72,60.319,117.762
38,73,60.3915,117.718
38,74,60.4812,117.65
38,75,60.581,117.554
38,76,60.6842,117.427
38,77,60.784,117.264
38,78,60.8734,117.061
38,79,60.9455,116.815
38,80,60.9936,116.523
38,81,61.0529,116.158
38,82,61.1477,115.81
38,83,61.272,115.48
38,84,61.4199,115.169
38,85,61.5856,114.879
38,86,61.7632,114.61
38,87,61.9469,114.364
38,88,62.1307,114.141
38,89,62.3088,113.943
38,90,62.4753,113.771
38,91,62.6895,113.533
38,92,62.9951,113.16
38,93,63.363,112.689
38,94,63.7639,112.157
38,95,64.1686,111.602
38,96,64.5479,111.058
38,97,64.8726,110.565
38,98,65.1135,110.158
38,99,65.2413,109.873
38,100,65.2269,109.749
38,101,64.646,109.783
38,102,63.2339,109.929
38,103,61.2007,110.16
38,104,58.7567,110.449
38,105,56.112,110.768
38,106,53.4769,111.091
38,107,51.0615,111.389
38,108,49.0759,111.636
38,109,47.7305,111.804
38,110,47.2353,111.866
38,111,47.2353,111.866
38,112,47.2353,111.866
38,113,47.2353,111.866
38,114,47.2353,111.866
38,115,47.2353,111.866
38,116,47.2353,111.866
38,117,47.2353,111.866
38,118,47.2353,111.866
38,119,47.2353,111.866
38,120,47.2353,111.866

# Path 39 (111 points)
39,0,46.0711,99.0603
39,1,46.0512,99.2284
39,2,46.0008,99.6944
39,3,45.9339,100.4
39,4,45.8645,101.289
39,5,45.8065,102.301
39,6,45.7739,103.381
39,7,45.7807,104.469
39,8,45.8408,105.508
39,9,45.9682,106.441
39,10,46.1769,107.209
39,11,46.4002,107.828
39,12,46.5664,108.358
39,13,46.6818,108.812
39,14,46.7527,109.206
39,15,46.7855,109.551
39,16,46.7865,109.861
39,17,46.7622,110.15
39,18,46.7188,110.43
39,19,46.6627,110.716
39,20,46.6003,111.019
39,21,46.577,111.382
39,22,46.6299,111.824
39,23,46.7527,112.329
39,24,46.9389,112.882
39,25,47.1824,113.467
39,26,47.4766,114.067
39,27,47.8152,114.668
39,28,48.192,115.253
39,29,48.6005,115.806
39,30,49.0344,116.311
39,31,49.3519,116.353
39,32,49.6694,116.396
39,33,49.9869,116.438
39,34,50.3044,116.48
39,35,50.6219,116.523
39,36,50.9394,116.565
39,37,51.2569,116.607
39,38,51.5744,116.65
39,39,51.8919,116.692
39,40,52.2094,116.734
39,41,52.3245,116.708
39,42,52.6472,116.641
